x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
89,114,149,227,219,209,253,264,242,341,385,363,374,308,308,374,418,385,374,275,264,286,385,385,385,264,297,308,275,264,308,308
89,167,179,158,181,237,250,307,385,385,385,363,275,374,352,319,330,286,341,319,341,242,330,275,286,308,385,385,363,429,363,341
89,113,82,96,21,77,77,77,77,77,44,22,44,77,66,77,77,77,77,77,77,44,22,33,55,77,77,77,77,77,77,77
89,79,103,171,195,262,241,264,297,308,297,308,308,275,374,308,308,308,209,220,286,264,253,253,319,242,176,165,253,275,297,275
89,80,93,116,139,151,141,120,77,44,55,33,55,33,11,77,55,44,66,33,44,55,77,55,77,77,44,11,22,44,22,11
89,123,147,148,149,140,130,153,88,99,132,154,143,154,132,44,22,33,66,44,77,44,77,55,77,77,77,77,77,77,77,77
89,26,16,28,18,41,20,54,77,66,44,55,11,33,44,77,77,77,77,77,77,55,11,33,33,66,77,77,77,55,44,66
89,112,147,148,129,98,99,99,88,99,143,44,22,22,44,33,44,11,22,11,22,11,22,55,77,55,44,22,44,33,11,33
89,101,114,126,94,117,141,153,77,77,55,33,44,22,44,55,77,77,77,44,66,55,77,77,77,55,33,11,33,55,77,77
89,123,146,136,115,83,96,175,176,121,55,77,33,55,22,44,22,22,22,66,77,77,33,22,11,77,66,55,44,66,33,66
89,101,146,148,127,117,140,152,98,99,121,143,121,132,110,143,154,154,231,154,110,143,77,55,22,33,55,33,22,44,66,33
89,134,70,51,75,76,77,77,66,44,22,55,33,22,33,22,55,77,66,77,77,55,77,55,77,55,22,44,33,55,33,44
89,112,135,71,72,51,75,43,77,66,33,44,11,55,77,55,66,44,22,22,33,55,66,33,66,22,11,33,33,11,33,44
89,101,124,105,117,20,32,11,33,22,44,11,22,66,77,77,77,77,77,55,33,22,33,44,33,22,22,22,77,77,55,44
89,146,59,71,50,40,63,31,21,66,77,55,33,22,33,55,22,22,33,22,55,77,55,44,55,66,33,22,11,44,55,66
89,103,137,149,150,118,97,120,77,77,55,11,22,55,44,22,55,33,44,33,55,22,11,44,66,33,11,22,33,11,33,66
89,123,91,137,116,128,96,119,186,176,187,209,176,286,253,242,264,286,308,286,275,319,341,352,297,385,385,297,308,286,275,330
89,178,269,303,305,361,384,374,385,297,308,385,363,253,264,242,275,253,275,286,264,363,341,341,286,297,187,99,88,99,132,121
89,102,38,17,52,75,54,22,55,11,44,66,77,55,22,44,11,22,33,11,22,33,22,77,77,55,22,11,55,77,66,77
89,113,147,148,150,118,20,32,11,22,44,77,55,33,55,77,66,55,22,22,55,33,11,44,66,55,77,77,77,77,77,77
89,80,93,116,95,107,20,32,44,66,33,11,44,66,55,77,77,77,77,55,66,44,33,44,33,66,77,55,77,77,22,44
89,59,72,74,54,44,22,44,33,22,33,44,33,55,44,33,11,55,44,55,66,55,77,77,55,66,77,44,33,22,33,77
89,90,113,136,115,182,194,208,231,220,209,154,154,132,121,99,11,33,55,22,55,33,55,77,77,66,77,55,33,44,77,77
89,101,146,224,225,281,261,251,362,385,385,352,385,385,385,308,341,319,352,319,341,363,330,341,352,363,374,308,297,308,308,308
89,59,71,50,73,75,76,66,77,77,77,77,77,77,44,22,66,11,44,77,77,77,55,77,66,77,66,77,77,77,77,44
89,101,91,93,106,8,43,22,33,11,22,44,33,44,22,22,11,33,11,44,11,44,33,55,66,77,55,66,55,44,22,22
89,101,80,92,116,84,107,130,76,77,11,66,55,77,44,22,11,33,44,55,22,11,33,44,11,44,66,77,55,77,77,77
89,113,92,93,107,141,120,99,121,143,132,121,99,88,121,154,143,165,176,176,121,209,231,231,154,99,187,209,231,220,308,385
89,80,103,83,95,108,32,22,55,66,77,77,55,77,77,77,77,77,44,55,66,44,11,33,66,77,66,11,22,22,33,55
89,124,70,73,74,54,77,77,55,11,33,55,77,44,77,66,33,22,33,66,33,11,33,66,55,33,22,22,44,55,44,33
89,101,113,137,127,95,164,121,99,121,132,99,99,99,88,121,99,132,99,132,154,55,22,44,77,77,77,77,55,77,77,77
89,168,181,237,261,273,296,286,341,352,330,330,352,440,407,396,429,341,363,374,341,374,363,385,374,352,385,330,286,385,297,286
89,101,81,93,127,117,64,54,11,22,44,22,33,22,22,33,11,44,66,55,77,77,55,33,77,77,77,77,77,77,55,66
89,81,104,127,150,129,97,76,22,11,22,44,66,55,77,77,77,77,44,77,77,55,22,44,22,44,22,55,33,22,33,22
89,79,91,125,148,150,119,131,110,132,121,132,121,132,143,121,99,88,110,88,110,22,33,44,66,77,55,77,55,44,55,22
89,102,125,148,116,96,108,120,99,121,154,143,121,132,110,132,176,187,209,297,275,176,110,22,44,66,77,77,77,55,33,22
89,102,81,104,94,130,153,154,143,154,154,154,154,132,143,154,132,121,99,110,143,154,55,44,33,66,44,66,77,66,44,66
89,25,49,61,40,8,31,54,66,77,77,66,44,22,11,33,55,77,44,22,22,44,66,77,66,55,77,55,77,77,77,77
89,124,149,130,109,143,132,143,154,132,187,187,275,253,253,253,264,286,253,319,286,264,363,385,363,341,407,330,363,374,319,352
89,112,3,26,49,73,74,75,65,55,44,66,77,66,77,44,33,11,33,55,77,55,77,77,77,66,22,33,22,11,22,44
89,123,146,61,74,76,77,11,22,11,66,55,77,55,44,11,77,77,55,66,77,77,77,55,22,11,66,33,22,55,44,55
89,91,92,104,139,74,75,43,33,44,55,11,22,55,77,77,44,22,11,44,77,77,77,77,55,44,66,22,44,11,33,55
89,90,36,15,5,41,21,55,77,55,22,11,22,11,22,22,33,55,11,33,11,33,22,33,55,77,55,77,77,66,33,22
89,90,124,115,106,85,131,154,154,77,44,55,22,22,22,44,55,44,77,55,77,77,55,22,22,44,33,55,33,11,33,55
89,102,114,149,151,119,153,154,132,154,154,143,121,154,143,121,154,143,154,231,231,242,341,363,385,363,462,462,385,363,374,385
89,91,126,149,139,152,153,132,220,308,352,385,385,385,385,385,385,308,308,374,385,363,341,385,385,385,352,363,352,462,462,363
89,123,103,94,86,98,110,132,99,99,121,99,121,88,187,165,187,99,121,99,121,110,121,99,110,99,99,88,99,121,99,121
89,123,135,224,302,281,370,361,274,253,253,275,286,264,297,275,297,308,308,308,286,385,462,462,385,385,385,385,385,385,363,264
89,80,114,93,106,140,152,142,154,132,154,143,77,55,33,44,11,33,55,44,66,77,77,77,77,66,77,77,55,22,33,66
89,124,114,149,150,153,198,253,275,308,231,231,231,231,286,308,374,385,385,352,330,352,330,352,264,242,330,330,341,341,363,385
89,90,103,105,84,108,153,154,143,132,154,132,154,154,154,154,154,154,154,44,33,22,11,22,22,55,33,66,44,77,22,33
89,13,69,72,62,31,43,55,77,77,77,77,33,11,22,44,66,44,77,77,77,77,77,55,22,44,55,66,44,22,77,77
89,112,91,116,107,97,87,176,297,308,308,385,385,385,440,385,363,352,385,385,385,297,275,374,341,242,264,275,330,330,341,330
89,112,91,92,104,94,117,130,109,132,33,22,22,22,33,77,55,33,11,44,22,11,44,66,44,55,66,77,77,77,77,66
89,112,80,93,194,217,207,87,33,44,55,44,22,11,33,77,55,77,77,44,77,77,77,66,33,55,44,22,22,22,44,22
89,112,136,149,73,74,76,55,66,77,55,33,55,77,66,44,77,77,66,77,77,77,55,22,33,22,33,22,22,44,33,44
89,123,114,138,108,98,99,88,99,121,88,121,99,88,110,132,154,154,132,121,99,143,154,154,132,154,143,154,154,154,154,121
89,114,137,94,184,207,153,154,154,143,110,154,154,154,143,154,132,154,132,143,121,99,88,33,11,44,33,22,44,33,22,33
89,112,102,81,93,83,96,108,54,77,44,33,11,33,66,77,77,22,44,11,33,22,55,66,77,77,77,77,55,33,66,44
89,81,115,105,18,19,43,66,44,33,55,22,44,33,66,44,11,22,22,22,33,22,22,44,22,22,55,77,77,77,66,55
89,123,91,115,105,128,74,42,21,33,55,22,44,22,44,22,44,11,22,44,33,44,77,66,55,22,22,22,55,33,22,55
89,35,14,15,38,62,74,20,43,33,55,77,77,77,77,77,77,66,44,66,33,44,66,77,66,77,77,77,77,77,44,55
89,46,69,70,72,41,64,76,33,22,22,11,33,66,77,44,22,33,55,44,33,66,55,44,77,77,44,44,11,33,55,77
89,112,146,147,138,128,152,153,154,77,77,66,77,77,55,33,11,33,66,77,55,77,55,66,77,77,77,55,33,44,77,66
89,81,106,206,296,264,242,341,242,264,308,286,187,165,187,253,275,385,385,275,264,242,275,319,352,319,330,330,341,319,330,352
89,90,91,104,7,30,43,66,77,44,77,77,77,66,77,77,77,66,77,77,44,22,44,11,44,22,44,22,44,77,66,77
89,79,91,83,140,153,209,231,220,231,308,363,374,385,363,374,330,275,286,374,264,374,363,352,253,363,264,297,264,308,308,308
89,124,114,17,8,42,76,11,22,44,33,44,77,77,77,44,77,77,77,77,77,33,44,22,44,77,77,44,11,22,33,11
89,101,81,104,61,73,42,54,33,44,33,66,77,44,22,33,22,33,55,22,22,55,66,55,77,77,77,66,44,33,44,66
89,91,115,138,150,151,53,21,22,11,22,33,77,77,66,33,22,11,22,44,55,77,77,55,22,44,33,22,55,33,66,77
89,90,80,104,139,130,21,44,77,55,66,77,77,55,44,33,55,33,77,66,44,11,33,44,11,44,22,33,55,66,77,77
89,79,113,126,149,129,108,120,88,99,99,88,110,99,110,121,154,154,132,154,154,132,154,44,77,66,77,77,66,44,77,66
89,79,102,81,94,106,9,43,22,44,55,66,55,77,77,77,77,66,77,55,22,33,44,11,22,33,11,44,66,55,33,55
89,103,126,184,197,143,110,99,88,110,154,154,143,154,231,231,209,297,275,286,264,253,264,242,264,330,319,341,374,352,297,352
89,123,146,136,94,84,107,131,154,154,154,154,143,121,77,77,66,55,77,77,77,66,33,11,33,11,33,22,33,77,66,55
89,90,124,136,126,105,139,118,98,132,99,110,154,154,132,11,33,66,77,77,77,66,77,55,22,55,33,44,66,55,77,66
89,101,124,136,73,76,66,77,77,55,77,22,33,55,77,55,77,33,33,44,66,77,77,77,44,22,33,22,44,66,44,22
89,112,146,147,115,127,150,152,230,209,99,44,66,77,33,44,77,55,77,77,77,44,33,11,22,44,55,77,66,77,55,77
89,102,92,93,95,119,98,88,55,77,77,77,55,77,66,44,33,66,77,55,77,55,77,77,44,66,33,77,77,11,33,66
89,47,70,72,73,63,42,21,22,22,44,33,66,44,22,33,11,22,55,77,77,77,77,77,77,55,77,77,77,66,77,77
89,134,124,115,94,106,130,109,154,154,154,99,121,110,88,110,88,44,22,33,55,66,44,66,77,66,77,55,77,77,77,44
89,90,80,103,5,18,30,20,32,44,77,66,77,44,66,44,33,66,44,11,33,22,11,33,22,33,44,22,11,11,33,22
89,112,103,214,193,205,305,307,385,385,363,341,319,330,264,319,330,352,253,253,330,374,385,374,308,308,308,275,253,242,264,308
89,101,114,137,149,141,120,77,77,44,66,44,66,77,77,77,77,77,33,77,77,77,77,55,44,11,44,66,44,33,11,22
89,134,148,151,229,296,275,297,253,275,308,308,286,264,275,297,275,330,330,330,330,363,374,352,330,429,462,462,385,385,440,385
89,79,125,115,128,151,131,154,132,99,110,99,110,99,132,88,121,154,154,154,77,55,44,33,22,33,33,22,33,44,33,22
89,101,113,103,138,228,229,230,198,220,165,253,286,385,385,363,341,330,286,253,264,253,352,308,352,330,341,374,308,308,297,385
89,123,69,70,16,51,74,43,22,44,77,55,66,33,44,66,33,11,55,77,77,66,77,55,33,55,44,33,55,77,77,77
89,13,37,61,52,31,21,33,33,11,22,11,22,33,11,33,22,77,55,44,66,77,77,66,77,77,77,55,44,66,33,11
89,79,113,15,17,29,52,32,55,44,22,33,77,77,77,44,55,44,22,22,33,55,44,55,44,11,22,66,77,44,66,11
89,123,92,104,151,153,154,44,77,77,66,77,77,77,55,22,33,77,55,44,11,33,44,22,11,33,11,33,11,33,22,44
89,102,203,226,282,295,263,297,363,385,352,330,242,275,297,231,231,231,308,209,187,198,297,308,231,308,385,363,385,374,286,308
89,113,148,204,183,140,120,88,99,154,154,154,132,121,77,66,55,77,55,33,44,22,22,22,33,22,11,33,11,55,77,77
89,123,103,137,149,228,219,231,231,231,143,154,55,33,22,22,11,55,33,22,11,33,22,33,77,77,77,77,77,77,77,66
89,24,47,27,18,52,31,21,77,66,33,11,22,55,77,11,33,22,22,11,22,44,11,55,44,22,11,22,66,77,11,22
89,112,212,181,171,173,185,197,308,231,99,88,110,99,121,99,110,121,132,110,99,143,132,99,88,22,55,66,77,66,44,66
89,90,102,93,118,153,154,143,154,154,154,143,121,154,55,44,77,66,77,66,44,66,77,44,77,55,66,66,77,77,77,77
89,125,148,127,139,228,230,154,77,77,77,44,77,55,77,55,22,33,22,33,44,55,44,66,44,66,44,77,66,77,77,77
89,101,92,93,105,128,97,120,110,77,66,77,22,33,22,33,55,77,66,77,44,66,22,66,77,77,77,66,77,55,44,33
89,101,80,114,181,215,227,151,152,131,99,99,88,110,99,110,198,286,352,330,341,275,264,275,286,275,253,286,385,385,308,363
89,102,127,150,129,42,43,66,44,22,33,66,77,66,22,77,77,55,66,77,77,77,44,77,77,44,66,55,77,66,44,22
89,123,147,149,140,42,76,55,11,66,77,44,11,33,22,11,33,44,33,22,33,22,11,44,22,33,33,55,44,77,22,33
89,200,146,125,93,95,9,32,11,22,44,33,55,44,22,11,33,44,55,33,55,77,55,66,77,55,33,44,44,33,44,22
89,102,93,39,63,32,22,33,22,22,33,22,11,44,22,44,77,66,77,66,44,22,44,22,22,33,44,33,66,77,66,44
89,79,147,115,83,106,130,153,154,154,132,121,154,110,99,99,22,44,22,22,44,66,55,22,44,22,22,44,66,77,77,55
89,90,103,126,107,142,154,154,99,88,198,187,242,341,363,352,264,363,385,363,341,253,330,319,363,385,385,308,385,363,385,451
89,80,114,105,85,98,99,110,132,121,143,231,308,308,220,209,121,154,154,121,110,121,88,110,88,99,88,99,110,132,154,154
89,101,203,226,228,207,219,231,308,308,297,286,308,308,308,286,385,352,363,352,341,374,385,308,308,308,264,253,253,264,385,385
89,102,127,150,129,152,10,22,44,22,33,22,55,66,33,55,77,77,77,55,33,66,44,55,77,77,55,77,55,77,55,66
89,79,102,136,149,128,140,152,131,121,110,99,55,33,66,55,77,77,77,55,33,66,55,22,22,66,55,77,55,44,33,11
89,113,126,28,29,52,32,66,77,77,77,33,22,33,22,22,33,22,22,11,33,22,11,22,66,77,66,33,55,77,77,77
89,102,81,104,94,18,41,64,76,44,33,22,33,22,22,55,77,22,33,44,33,11,33,44,22,11,33,66,44,55,11,55
89,112,135,148,138,128,107,43,77,55,33,22,22,22,44,11,33,11,22,11,33,44,11,33,55,44,77,55,22,55,55,44
89,91,136,149,150,129,153,110,99,121,22,33,66,44,55,77,77,66,77,55,77,66,77,77,77,77,55,77,77,22,22,22
89,112,103,93,117,85,108,10,22,77,77,55,44,33,11,22,11,22,11,33,22,11,66,33,55,33,22,44,55,77,77,55
89,102,93,127,150,152,120,88,99,99,176,209,308,385,385,308,308,363,385,363,341,319,341,374,385,341,374,363,308,363,385,275
89,90,114,94,118,130,109,121,231,198,88,110,55,22,22,22,22,22,55,33,55,33,66,77,77,44,77,77,77,77,77,44
89,200,113,136,104,117,140,152,131,154,154,132,121,154,77,66,44,55,33,55,33,22,22,33,22,11,22,33,55,77,55,77
89,112,92,83,173,87,99,132,154,154,154,154,143,154,231,154,55,66,44,66,77,77,55,66,77,77,55,77,77,55,44,77
89,113,93,106,85,109,198,176,176,220,286,308,209,187,176,198,165,253,264,275,363,341,319,341,319,330,275,385,286,352,330,363
89,112,91,116,152,87,121,143,132,154,154,143,154,121,88,110,176,198,220,231,308,374,352,319,418,407,363,341,440,418,352,242
89,101,37,61,75,76,77,55,77,77,77,33,22,11,33,22,22,44,55,66,77,77,66,77,77,77,77,77,44,22,22,55
89,112,147,148,150,152,153,132,154,44,66,44,22,55,77,55,33,11,22,55,44,33,55,66,44,66,55,33,22,33,22,22
89,101,126,149,140,109,55,77,77,22,55,77,77,44,66,44,55,66,77,55,33,22,11,33,55,33,22,33,22,11,33,22
89,91,137,149,152,153,55,77,66,44,77,55,33,11,44,22,55,66,44,11,33,55,77,55,33,11,44,77,77,77,55,77
89,134,113,103,84,108,131,143,132,110,22,44,77,55,44,66,77,77,66,77,55,66,44,66,77,55,44,11,44,77,77,44
89,79,93,116,141,153,132,121,88,99,121,22,11,33,22,33,66,77,77,44,66,55,33,44,66,44,77,77,77,55,77,55
89,179,170,193,173,208,143,121,110,176,198,297,286,308,297,308,385,297,385,374,352,363,275,297,275,264,286,198,231,165,176,242
89,112,91,103,93,84,96,108,120,187,297,275,297,308,363,385,385,264,308,374,385,308,286,352,374,385,385,374,308,308,308,286
89,114,128,151,152,76,77,77,44,22,55,66,33,66,77,77,77,77,44,33,44,33,22,44,55,77,55,66,77,77,77,55
89,101,92,138,119,98,110,99,11,33,44,55,77,22,22,44,22,22,44,22,44,77,66,77,77,77,55,22,33,11,33,44
89,90,102,125,94,95,96,32,11,33,55,77,77,77,77,77,77,66,55,33,55,11,33,22,44,77,55,66,44,22,55,44
89,79,124,103,115,138,117,97,109,121,231,231,231,187,275,297,308,385,308,308,308,308,308,286,385,440,462,440,385,363,374,363
89,123,103,83,29,42,10,55,77,55,77,77,77,77,77,77,55,44,77,77,55,77,77,55,44,55,33,55,44,77,77,66
89,102,93,94,7,30,65,33,22,11,44,77,77,77,77,77,66,77,77,55,66,77,77,77,55,44,77,77,77,77,11,22
89,57,69,70,39,63,75,54,33,55,66,77,77,55,44,55,77,77,77,77,77,77,77,44,77,77,55,66,77,77,44,22
89,80,104,117,74,75,76,77,66,77,77,77,77,77,77,77,77,77,77,66,77,77,55,77,77,66,44,66,44,66,77,77
89,90,124,70,51,20,32,11,22,22,33,44,11,22,22,33,44,55,77,44,22,33,22,33,55,77,55,77,55,77,66,55
89,102,92,115,105,139,151,152,153,77,77,66,22,55,77,77,66,44,33,22,55,66,77,77,77,44,11,55,33,11,33,66
89,101,16,28,18,30,10,55,77,77,55,77,77,77,77,44,33,55,66,55,77,66,33,55,22,55,44,22,44,33,55,66
89,101,114,94,95,30,21,22,66,77,55,33,44,11,33,44,55,33,11,33,11,33,11,22,44,22,33,22,44,77,44,66
89,102,169,138,74,76,77,66,77,55,22,44,11,22,44,66,44,33,55,77,44,11,33,66,77,77,77,55,33,11,22,33
89,112,202,226,151,152,76,77,66,33,44,44,33,44,77,77,66,77,66,55,44,55,22,33,55,66,33,44,66,77,77,77
89,167,191,159,182,205,251,241,264,242,363,341,242,264,286,330,330,319,341,330,341,341,319,330,352,330,330,330,352,396,363,385
89,180,82,94,85,141,109,99,121,88,121,132,44,22,33,66,44,22,22,77,77,77,77,55,66,77,77,55,77,66,44,66
89,13,36,60,72,73,75,76,77,77,77,66,33,44,66,55,33,77,77,77,66,44,33,22,44,33,11,33,66,44,11,22
89,80,169,181,249,251,362,385,385,341,319,374,275,341,330,341,385,385,352,341,330,352,363,341,363,297,363,341,330,275,308,231
89,90,102,82,94,84,109,77,44,33,55,33,55,33,44,66,55,11,22,33,55,33,44,22,55,33,22,33,55,33,66,66
89,2,14,48,16,40,65,44,33,22,22,33,11,33,22,22,33,44,55,77,44,66,77,77,77,44,22,33,22,22,44,33
89,90,102,115,128,119,131,143,77,22,22,22,22,22,33,55,77,77,77,66,44,33,55,66,44,55,66,55,66,77,77,77
89,35,47,71,39,73,74,65,44,77,77,77,77,55,33,44,77,77,77,55,66,44,55,22,55,77,77,44,33,55,33,55
89,113,4,16,50,74,76,77,77,77,44,66,44,33,44,33,66,77,55,77,77,66,77,77,55,66,55,11,22,44,33,55
89,14,48,71,39,62,53,65,77,77,77,77,22,77,66,44,22,11,22,22,11,22,22,11,33,11,22,11,44,66,33,44
89,134,148,116,63,43,11,33,44,11,55,22,11,77,33,11,22,22,33,55,77,77,66,44,22,44,22,44,11,66,77,44
89,24,69,70,71,61,40,74,76,55,44,33,66,33,55,77,55,11,22,44,55,44,55,44,22,44,11,33,66,77,55,33
89,79,27,8,31,21,22,33,11,22,44,77,66,77,55,77,55,22,33,22,11,33,22,33,55,77,77,77,77,55,44,66
89,146,147,149,151,152,76,77,44,66,77,55,33,22,55,44,55,77,77,77,55,77,77,77,77,77,66,22,66,77,44,77
89,101,92,128,151,152,153,154,154,121,99,88,33,66,44,22,33,11,22,22,22,22,44,33,11,44,33,22,44,55,22,33
89,101,91,92,105,151,98,88,110,88,99,88,132,110,209,231,220,231,176,88,110,198,220,187,176,187,198,110,132,66,44,77
89,112,135,147,148,149,62,41,64,54,22,44,55,77,44,22,22,22,33,11,44,66,77,77,77,55,77,77,66,55,22,44
89,101,92,104,84,107,130,109,99,88,110,22,22,44,11,33,55,77,77,55,77,77,77,66,55,44,66,44,22,22,33,66
89,103,82,105,117,141,131,22,22,22,44,33,11,44,66,55,33,22,33,66,33,11,22,33,66,77,77,55,77,55,33,11
89,112,135,114,127,95,119,87,110,99,99,99,88,110,99,121,88,99,121,132,110,132,154,143,121,110,132,33,11,44,66,77
89,35,14,37,71,72,62,75,76,55,44,33,44,55,44,22,55,22,11,55,77,77,77,33,55,77,77,33,33,66,77,55
89,112,102,81,106,153,154,154,154,121,99,99,143,132,143,110,88,44,22,33,55,33,66,77,66,22,11,33,44,55,22,11
89,91,93,127,140,130,109,88,187,99,121,143,154,154,132,154,154,132,121,154,209,176,165,110,99,110,99,88,99,198,143,154
89,201,115,139,229,230,231,308,330,352,330,308,308,297,308,308,286,297,209,187,165,275,297,308,286,308,385,385,374,385,363,374
89,24,47,59,16,18,32,66,77,55,44,22,44,33,11,33,66,77,77,77,22,11,22,33,44,55,44,66,77,66,55,33
89,79,103,82,117,173,186,165,220,99,88,33,77,66,77,77,77,77,55,22,44,66,33,22,55,33,22,11,44,22,11,33
89,113,137,226,304,305,306,307,297,385,330,330,330,341,330,275,286,308,363,308,385,297,308,220,176,253,330,341,319,330,242,253
89,113,127,150,140,32,55,11,44,22,33,44,22,44,33,11,44,77,44,22,44,33,66,77,66,77,77,22,55,77,77,55
89,35,47,26,17,18,20,10,44,22,11,44,77,66,77,22,33,55,77,66,77,77,66,77,77,77,66,77,77,77,66,44
89,92,126,94,95,97,21,77,77,33,55,77,44,22,77,55,44,66,11,33,44,77,77,55,77,55,77,77,55,77,66,44
89,103,128,76,55,44,22,55,77,55,77,77,77,77,77,77,66,77,77,33,11,33,11,22,11,66,77,55,77,77,22,33
89,90,91,81,181,182,206,196,230,143,154,132,154,154,55,66,77,77,66,55,44,22,11,22,33,66,77,66,33,66,77,77
89,191,170,96,109,143,154,77,77,77,55,33,22,44,22,11,33,22,66,33,77,55,77,66,77,77,77,55,44,22,55,77
89,90,80,147,137,83,151,130,109,99,22,66,77,77,55,33,11,33,55,77,77,77,77,66,77,77,55,66,77,44,77,77
89,101,125,29,75,76,66,77,66,77,77,44,33,22,33,22,22,55,66,77,77,55,77,77,66,77,77,77,22,22,55,77
89,90,179,301,270,260,305,207,274,374,385,385,385,385,385,308,363,352,363,297,308,286,352,374,275,319,330,264,242,264,242,253
89,80,115,150,151,152,153,132,154,154,132,154,154,154,132,77,66,77,55,77,77,55,77,55,33,44,33,66,77,77,77,66
89,112,136,71,41,32,66,77,55,77,77,66,55,33,11,33,11,33,11,22,44,66,33,66,77,77,77,77,44,22,11,33
89,135,116,172,284,307,275,209,308,176,165,176,187,121,143,99,198,231,220,286,308,286,308,308,385,385,363,352,385,308,308,341
89,124,103,127,95,107,108,142,154,143,154,154,121,110,11,66,55,77,77,77,77,44,11,44,66,55,33,66,33,22,22,33
89,35,59,72,73,21,33,22,55,66,33,66,55,66,55,66,77,77,77,77,77,66,44,66,77,77,55,44,55,77,55,33
89,92,27,6,20,21,11,33,66,77,66,77,55,77,77,44,77,77,77,55,33,11,33,55,33,55,77,66,77,33,77,66
89,103,16,29,10,22,33,22,44,77,77,77,66,55,66,77,66,44,33,22,33,55,77,33,77,77,66,44,11,33,22,55
89,112,136,115,84,96,20,43,55,44,22,33,77,55,33,11,66,44,33,11,33,11,22,44,33,55,66,55,66,44,77,66
89,124,148,149,152,153,132,44,44,22,44,66,77,55,77,55,11,33,22,44,66,44,22,55,66,22,11,44,55,66,11,44
89,113,125,148,150,152,142,154,110,132,154,55,33,44,66,22,33,11,44,33,77,44,66,77,77,55,77,77,77,77,77,22
89,2,15,50,20,43,66,77,55,22,11,44,77,44,66,77,77,55,77,77,44,33,11,66,77,66,44,22,11,44,22,55
89,123,147,137,149,128,108,87,33,55,66,77,66,33,55,44,33,11,33,55,66,77,77,66,77,55,33,11,22,44,11,22
89,147,126,149,52,42,65,33,22,11,33,55,44,55,77,55,11,33,44,33,77,77,77,77,77,55,66,44,66,77,77,55
89,134,114,170,160,194,173,186,176,253,341,330,374,330,330,341,253,319,407,330,330,352,374,352,363,275,286,264,374,308,363,297
89,80,92,115,94,84,108,131,110,99,99,110,209,231,308,308,352,330,319,264,286,297,308,308,286,330,352,374,275,330,341,286
89,103,105,117,97,98,132,154,154,154,44,44,77,77,44,66,77,77,77,77,66,77,77,55,77,66,55,44,55,33,22,33
89,101,125,148,50,20,32,55,77,77,55,11,77,55,44,22,11,22,33,55,22,33,22,44,55,44,33,55,33,22,22,55
89,102,115,96,130,109,121,66,77,44,66,77,33,44,77,77,44,11,22,55,66,77,55,66,77,44,77,77,33,11,44,55
89,90,3,16,6,30,9,43,77,44,22,11,33,44,77,66,44,22,55,66,44,66,77,77,55,77,77,66,33,44,22,55
89,101,14,27,51,30,9,32,11,22,44,33,66,33,66,33,66,77,66,77,77,55,77,55,44,66,55,44,22,11,22,33
89,102,114,83,107,86,109,121,99,121,110,154,231,231,121,88,99,121,99,121,88,22,22,22,44,55,77,77,77,77,77,44
89,102,147,126,150,151,197,176,242,352,374,385,385,385,385,308,374,341,330,330,330,253,275,253,330,352,264,363,385,374,363,341
89,13,37,16,29,74,75,65,44,11,33,77,77,66,55,66,55,22,11,66,55,77,77,55,33,55,33,11,22,33,44,77
89,178,147,105,95,107,119,208,220,209,176,187,253,264,242,264,330,330,330,341,330,352,286,341,341,352,374,385,286,275,385,297
89,102,81,104,61,74,76,44,22,11,22,22,33,55,77,44,22,33,44,11,33,22,44,55,66,44,22,22,33,44,66,55
89,102,127,107,196,175,176,187,286,253,253,242,363,341,341,374,341,352,264,374,462,462,418,407,440,330,341,319,341,374,352,385
89,113,148,149,117,85,109,143,132,154,154,121,88,99,121,143,132,22,22,44,77,77,22,44,77,44,22,44,55,44,33,55
89,101,81,104,149,152,208,143,121,99,99,110,11,22,33,44,22,22,55,66,33,77,77,77,55,44,66,77,77,44,66,77
89,135,147,16,17,18,9,32,44,22,22,44,33,22,33,55,44,33,33,22,11,22,44,11,33,11,22,66,55,33,22,11
89,91,114,105,84,129,142,88,99,110,88,121,132,110,132,121,154,154,132,110,88,154,143,110,165,176,187,297,253,330,341,330
89,91,103,148,149,150,151,152,142,121,99,110,132,154,154,99,121,110,143,154,154,143,154,154,55,66,44,11,33,44,77,77
89,114,72,42,32,11,33,66,77,55,33,55,77,77,77,77,77,77,77,55,22,44,22,44,33,11,44,22,44,22,22,33
89,24,25,49,73,74,75,76,77,77,77,55,77,77,55,33,44,22,44,77,66,33,66,44,22,22,44,55,66,77,44,22
89,90,92,6,18,10,33,11,33,55,33,66,77,77,77,55,77,77,77,77,55,77,77,55,44,11,33,22,44,11,22,33
89,36,59,71,50,40,65,77,77,66,77,66,77,55,44,22,66,55,77,77,44,77,55,66,55,22,22,11,33,11,33,66
89,90,113,103,82,107,109,154,77,44,22,11,44,77,77,77,55,66,11,33,11,33,44,77,77,77,66,44,77,77,66,33
89,101,147,148,129,196,307,286,308,286,385,385,385,374,264,253,286,308,275,253,341,319,352,330,363,374,385,308,385,363,264,363
89,112,14,39,18,42,21,22,22,55,11,33,11,33,22,44,22,33,55,33,44,66,77,66,44,33,22,55,77,77,66,44
